distribution_id,database_asset_id,database_name,database_release,distribution_package,schema_profile,schema_version,access_route,access_category,licence_rights,registration,fee,compatible_software,software_version,direction,claimed_tested_status,evidence_url,evidence_as_of,known_constraint_next_test,schema_profile_original,schema_profile_class,schema_profile_alignment_method
DST-0127,LCA-DB-0068,International Copper Association Life Cycle Inventory Data,2018 Copper Environmental Profile publication,Current public/provider distribution or access route,GaBi-modelled inventory; no public exchange schema stated,2018 Copper Environmental Profile publication,https://copperalliance.org/wp-content/uploads/2021/08/ICA-EnvironmentalProfileHESD-201803-FINAL-LOWRES-1.pdf,Public/free access; licence or redistribution unclear or mixed,Publication rights; standalone dataset rights not confirmed; Redistribution: Not publicly confirmed,No registration for the public report,No fee for public report,Provider states GaBi 2014 background databases were used,Not publicly confirmed,Database to consumer software/tool,"Public/provider evidence identifies the asset, but an exact package–schema–software pair is not published",https://copperalliance.org/wp-content/uploads/2021/08/ICA-EnvironmentalProfileHESD-201803-FINAL-LOWRES-1.pdf,2026-08-22,"Capture/download an unrestricted public package where available, then test import, validation and round-trip fidelity against explicit software releases.",GaBi-modelled inventory; no public exchange schema stated,Sphera / GaBi family,Original label retained; curated class assigned
DST-0128,LCA-DB-0069,GEMIS Model and Database,GEMIS 5.2,Current public/provider distribution or access route,GEMIS native model,GEMIS 5.2,https://iinas.org/downloads/gemis-downloads/,Open licence confirmed for at least one official distribution,Creative Commons terms stated by IINAS; exact CC variant should be captured from the package; Redistribution: Subject to the package's Creative Commons terms,No registration required; optional email registration for update notices,No fee,Native GEMIS software; data may be viewed/exported through GEMIS and related ProBas web routes,Not publicly confirmed,Database to consumer software/tool,"Public/provider evidence identifies the asset, but an exact package–schema–software pair is not published",https://iinas.org/downloads/gemis-downloads/ | https://iinas.org/en/work/gemis/,2026-08-22,"Capture/download an unrestricted public package where available, then test import, validation and round-trip fidelity against explicit software releases.",Native GEMIS relational/process-chain model,GEMIS,Curated synonym alignment
DST-0129,LCA-DB-0005,Swiss Federal Administration LCI Database (BAFU),BAFU:2026 Version 1,BAFU:2026 Version 1 ecoSpold1 package,ecoSpold 1,BAFU:2026 Version 1,https://nexus.openlca.org/ws/dataproviders/10465,"Free access with registration, use restrictions, or third-party dependency",Free with terms; no resale; source citation required,Acceptance of terms required; package not downloaded,No fee,ecoSpold1-capable LCA software; provider also states use by Python/R scripts,Not independently tested,Database to consumer software/tool,Provider-listed ecoSpold1 package; not independently tested,https://nexus.openlca.org/ws/dataproviders/10465,2026-08-25,Test import and field preservation only if an unrestricted public package becomes available without registration.,EcoSpold v1 XML,ecoSpold family,Curated synonym alignment
DST-0130,LCA-DB-0005,Swiss Federal Administration LCI Database (BAFU),BAFU:2026 Version 1,BAFU:2026 Version 1 LCIA results,Excel workbook (XLSX),BAFU:2026 Version 1,https://nexus.openlca.org/ws/dataproviders/10465,"Free access with registration, use restrictions, or third-party dependency",Free with terms; no resale; source citation required,Acceptance of terms required; file not downloaded,No fee,Spreadsheet software,Not applicable,Database results to tabular consumer,Provider-listed Excel LCIA results; not independently inspected,https://nexus.openlca.org/ws/dataproviders/10465,2026-08-25,"This is a result table, not an exchange schema for full LCI processes.",XLSX,Tabular / matrix,Curated synonym alignment
DST-0131,LCA-DB-0025,Product Social Impact Life Cycle Assessment Database,v4.0.1,PSILCA v4.0.1 SimaPro distributions,SimaPro library / exchange,SimaPro 10.2 database; SimaPro 9 database/CSV,https://nexus.openlca.org/ws/dataproviders/9552,Commercial/proprietary,Commercial licence; redistribution not publicly confirmed,Licence/purchase required; not used,Commercial licence applies,SimaPro,10.2 and 9 as listed by provider,Database to consumer software/tool,Provider-listed SimaPro packages; not independently tested,https://nexus.openlca.org/ws/dataproviders/9552,2026-08-25,Do not infer equivalence with the openLCA variants; cut-offs and editable fields differ by PSILCA licence variant.,SimaPro distribution,SimaPro family,Curated synonym alignment
DST-0132,LCA-DB-0030,ESU World Food LCA Database,v3,ESU World Food v3 system- and unit-process openLCA packages,openLCA database package,v3,https://nexus.openlca.org/ws/dataproviders/8904,Commercial/proprietary,Commercial ESU licence; redistribution not publicly confirmed,Licence/purchase required; not used,Commercial licence applies,openLCA,Current openLCA version stated by provider,Database to consumer software/tool,Provider-listed zolca packages; not independently tested,https://nexus.openlca.org/ws/dataproviders/8904,2026-08-25,The unit-process package publicly states a BAFU:2025+ESU background; do not silently substitute BAFU:2026.,openLCA database package,openLCA family,Curated canonical label
DST-0133,LCA-DB-0001,ecoinvent database,3.9.1,ecoinvent 3.9.1 data packs implemented for openLCA,openLCA database package,Provider-specific ecoinvent 3.9.1 implementation; exact package schema revision not stated,https://nexus.openlca.org/ws/files/35296,Commercial/proprietary,ecoinvent licence purchased through Nexus; redistribution not publicly confirmed,"Nexus account, licence/order approval and licence acceptance required for package access; not used in this review",Commercial ecoinvent licence applies,openLCA,Implemented for openLCA 1.11; compatible with openLCA 2.0,Database to consumer software/tool,Provider-implemented and provider-tested on four exemplary product systems; no independent package test in this review,https://nexus.openlca.org/ws/files/35296,2026-08-25,Version-specific historical evidence only; do not infer current ecoinvent 3.12/openLCA 2.6.2 compatibility. The licensed package was not accessed.,openLCA database package,openLCA family,Curated canonical label
DST-0134,LCA-DB-0070,EN15804 add-on,EN15804 add-on to ecoinvent v3.12,openLCA Nexus catalog family (2 database groups; 15 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; openLCA library; JSON-LD; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9901,Commercial/proprietary,Commercial package; ecoinvent licence/dependency terms apply,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9901,2026-08-25,"Dependencies: ecoinvent v2.2 & v3.12. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0135,LCA-DB-0001,ecoinvent database,ecoinvent v2.2 & v3.12,openLCA Nexus catalog family (2 database groups; 132 public datapack metadata records),openLCA database package,Provider-listed formats: JSON-LD; openLCA zolca; openLCA library; ecoSpold1; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8701,Commercial/proprietary,ecoinvent licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,"ecoinvent 3.12 implemented for openLCA 2.5.0 or newer, according to the provider record",Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8701,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0136,LCA-DB-0025,Product Social Impact Life Cycle Assessment Database,PSILCA v4.0.1 - Professional; PSILCA v4.0.1 - Starter & SimaPro; PSILCA v4.0.1- Developer,openLCA Nexus catalog family (3 database groups; 97 public datapack metadata records),openLCA database package,Provider-listed formats: SimaPro 10.2 database; openLCA zolca; openLCA library; SimaPro 9 database; SimaPro 9 csv; SimaPro 8 Database; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9552,Commercial/proprietary,Commercial licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9552,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0137,LCA-DB-0071,Circularity Package,Circularity Package v3.1,openLCA Nexus catalog family (1 database group; 5 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10202,Commercial/proprietary,Commercial package; ecoinvent licence/dependency terms apply,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10202,2026-08-25,"Dependencies: ecoinvent v2.2 & v3.12. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0138,LCA-DB-0005,Swiss Federal Administration LCI Database (BAFU),BAFU:2026 Version 1,openLCA Nexus catalog family (1 database group; 4 public datapack metadata records),openLCA database package,Provider-listed formats: PDF; excel; openLCA zolca; ecoSpold1; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10465,Public/free access; licence or redistribution may be limited,Public terms of use available,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10465,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0139,LCA-DB-0046,HiQLCD,EN 15804 model add-on; HiQLCD v.1.4.0,openLCA Nexus catalog family (2 database groups; 5 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10457,Commercial/proprietary,Not publicly confirmed at dataset level,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10457,2026-08-25,"Dependencies: ecoinvent  v2.2 & v3.10; HiQLCD v.1.4.0. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0140,LCA-DB-0006,cm.chemicals,cm.chemicals Full PCF Database for Teams,openLCA Nexus catalog family (7 database groups; 21 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; excel; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9801,Commercial/proprietary,Commercial licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9801,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0141,LCA-DB-0072,PLEX,PLEX v4,openLCA Nexus catalog family (1 database group; 3 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10451,Commercial/proprietary,Commercial package; ecoinvent licence/dependency terms apply,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10451,2026-08-25,"Dependencies: ecoinvent v2.2 & v3.12. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0142,LCA-DB-0004,AGRIBALYSE,Agribalyse 3.2 Core,openLCA Nexus catalog family (2 database groups; 2 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8001,Public/free access; licence or redistribution may be limited,Etalab Open Licence for public AGRIBALYSE information; ecoinvent rights apply to included background data,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8001,2026-08-25,"Dependencies: ecoinvent  v2.2 & v3.10. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0143,LCA-DB-0003,Agri-footprint,"Agri-footprint 7.0, all allocation types",openLCA Nexus catalog family (6 database groups; 10 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8753,Commercial/proprietary,"Research, consultancy, commercial, developer and enterprise licence options",Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8753,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0144,LCA-REP-0002,Federal Life Cycle Assessment Commons,LCA Commons 2025; LCA Commons 2025 (ecoinvent 3.11 Cutoff),openLCA Nexus catalog family (3 database groups; 8 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9251,Commercial/proprietary,Repository-specific public terms,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9251,2026-08-25,"Dependencies: ecoinvent v2.2 & v3.11. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0145,LCA-DB-0007,EXIOBASE 3,exiobase v3.9.4 - Registration of non-academic licence; exiobase v3.9.4 Academic user,openLCA Nexus catalog family (5 database groups; 6 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; DAL Tool; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8501,Commercial/proprietary,CC BY-SA 4.0 stated for current monetary release,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8501,2026-08-25,"Dependencies: Database Analyser and Launcher; Database Analyser and Launcher, exiobase non-academic. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0146,LCA-DB-0073,UVEK LCI Data,UVEK LCI Data (DQRv2:2018),openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8951,Public/free access; licence or redistribution may be limited,Use requires a valid ecoinvent licence,Nexus/ecoinvent licensed access required for package use; not used,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8951,2026-08-25,"Dependencies: ecoinvent v2.2 & v.3. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0147,LCA-DB-0040,IDEMAT Database,Idemat 2025,openLCA Nexus catalog family (2 database groups; 8 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; JSON-LD; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9701,Commercial/proprietary,Excel described under CC BY-NC; software/package-specific terms,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9701,2026-08-25,"Dependencies: ecoinvent  v2.2 & v.3.8. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0148,LCA-DB-0028,European Commission Environmental Footprint Data Node,PEF Database 3.1 Developer & Lite,openLCA Nexus catalog family (2 database groups; 3 public datapack metadata records),openLCA database package,Provider-listed formats: DAL Tool; openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8902,Public/free access; licence or redistribution may be limited,Dataset-level ownership and use restrictions recorded in ILCD metadata,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8902,2026-08-25,"Dependencies: Database Analyser and Launcher. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0149,LCA-DB-0008,AIST-IDEA,idea V2,openLCA Nexus catalog family (1 database group; 2 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8651,Commercial/proprietary,AIST-IDEA licence terms,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8651,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0150,LCA-DB-0074,ARVI database,ARVI database,openLCA Nexus catalog family (1 database group; 4 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8351,Public/free access; licence or redistribution may be limited,Package terms and ecoinvent dependency rights apply; redistribution not confirmed,Nexus account may be required for package download; not used,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8351,2026-08-25,"Dependencies: ecoinvent  v2.2 & v.3.3. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0151,LCA-DB-0075,OzLCI2019,OzLCI2019,openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9401,Public/free access; licence or redistribution may be limited,Licence and redistribution terms not identified in the public metadata,Nexus account may be required for package download; not used,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9401,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0152,LCA-DB-0042,Evah Pigments and Dyes LCI Databases,Evah Inorganic Pigments Database v3; Evah Organic Pigments Database v3; Evah Pigments Database v3,openLCA Nexus catalog family (3 database groups; 7 public datapack metadata records),openLCA database package,Provider-listed formats: PDF; openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9001,Commercial/proprietary,Package-specific free/commercial licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9001,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0153,LCA-DB-0076,Circularity Food Package,Circularity Food Package; Circularity Food Package (France),openLCA Nexus catalog family (2 database groups; 2 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10201,Commercial/proprietary,Commercial package; Agribalyse and any ecoinvent dependency terms apply,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10201,2026-08-25,"Dependencies: ecoinvent  v2.2 & v.3.8. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0154,LCA-DB-0077,soca,soca v5,openLCA Nexus catalog family (1 database group; 17 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; openLCA library; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8253,Commercial/proprietary,Commercial package; ecoinvent licence/dependency terms apply,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8253,2026-08-25,"Dependencies: ecoinvent v2.2 & v3.12. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0155,LCA-DB-0043,EuGeos 15804-IA Database,EuGeos' 15804+A2_IA v4.1 System Processes; EuGeos' 15804+A2_IA v4.1 Unit Processes,openLCA Nexus catalog family (2 database groups; 4 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8251,Commercial/proprietary,Commercial/ecoinvent-dependent licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8251,2026-08-25,"Dependencies: ecoinvent  v2.2 & v.3.6. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0156,LCA-DB-0078,EcoProfiles Recycled Plastics,EcoProfiles Recycled Plastics  v1.0; EcoProfiles Recycled Plastics (system process) v1.0,openLCA Nexus catalog family (2 database groups; 7 public datapack metadata records),openLCA JSON-LD,Provider-listed formats: ILCD; PDF; JSON-LD; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10463,Open licence confirmed for at least one listed distribution,Creative Commons Attribution 4.0 International (CC BY 4.0),Nexus account may be required for package download; public metadata did not require login,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10463,2026-08-25,"Dependencies: ecoinvent  v2.2 & v3.10. Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA JSON-LD,openLCA family,Original label retained; curated class assigned
DST-0157,LCA-DB-0034,NEEDS Life Cycle Inventory Database,NEEDS complete,openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/53,Public/free access; licence or redistribution may be limited,Not publicly confirmed on the accessible documentation,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/53,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0158,LCA-DB-0030,ESU World Food LCA Database,ESU world LCA food database v3 (LCI); ESU world LCA food database v3 (Unit processes),openLCA Nexus catalog family (2 database groups; 4 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8904,Commercial/proprietary,Commercial ESU licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8904,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0159,LCA-DB-0016,European Reference Life Cycle Database,ELCD,openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/52,Public/free access; licence or redistribution may be limited,EU public resource terms,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/52,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0160,LCA-DB-0079,LC-Inventories.ch,LC-Inventories.ch - Average recycling paper; LC-Inventories.ch - Biogas and compost from biowaste; LC-Inventories.ch - Biogas production from energy crops and purchased substrates; LC-Inventories.ch - Biomass-to-liquid fuel production scenario 1; LC-Inventories.ch - Biomass-to-liquid fuel production starting point; LC-Inventories.ch - Burning different solid biomass substrates; LC-Inventories.ch - Electricity mixes and hydro power generation; LC-Inventories.ch - Errata crude oil and natural gas; LC-Inventories.ch - Flooring materials; LC-Inventories.ch - Natural gas supply; LC-Inventories.ch - Photovoltaics; LC-Inventories.ch - Rockwool insulation; LC-Inventories.ch - Solar collector systems; LC-Inventories.ch & ecoinvent v2.2 unit,openLCA Nexus catalog family (15 database groups; 15 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/301,Commercial/proprietary,Commercial ESU/provider terms; underlying ecoinvent-related rights may apply,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/301,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
