release_record_id,asset_id,asset_name,asset_type,release_line,first_development_release_year,version,release_date,lifecycle_status,predecessor_release,successor_release,release_evidence_urls,evidence_status,evidence_as_of,notes
RLS-0219,LCA-FMT-0006,EcoSpold 1,Data schema / exchange format,Retirement/supersession milestone,Used by ecoinvent v1/v2; public exact first schema date not confirmed,Replaced by ecoSpold2,2013-05,Legacy/superseded,ecoSpold1 production line,None recorded after evidence cut-off,https://support.ecoinvent.org/changes-ecospold1-to-ecospold2,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0220,LCA-FMT-0007,openEPD Interchange Format,Data schema / exchange format,Specification-publication milestone,Public documentation at least 2022,Public format documentation,2022,Historical release,None recorded in verified milestone set,openEPD library 5.0.0 / API 165.0.0,https://docs.open-epd-forum.org/en/open-epd-format/ | https://docs.open-epd-forum.org/en/releases/api-releases/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0221,LCA-FMT-0007,openEPD Interchange Format,Data schema / exchange format,Reference implementation/API release,Public documentation at least 2022,openEPD library 5.0.0 / API 165.0.0,2024-09-09,Current captured versioned implementation,Public format documentation,None recorded after evidence cut-off,https://docs.open-epd-forum.org/en/open-epd-format/ | https://docs.open-epd-forum.org/en/releases/api-releases/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,"The format, material extensions, library and API have different version lines."
RLS-0222,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Technical specification release,v1.0.1 predecessor; exact date not captured,v1.0.1,Before 2023-02; exact date not captured,Historical release,None recorded in verified milestone set,v2.0.0,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0223,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v2.0.0,2023-02-20,Historical release,v1.0.1,v2.0.1,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0224,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v2.0.1,2023-10-26,Historical release,v2.0.0,v2.1.0,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0225,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v2.1.0,2023-12-07,Historical release,v2.0.1,v2.2.0,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0226,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v2.2.0,2024-04-10,Historical release,v2.1.0,v2.2.1,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0227,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v2.2.1,2024-06-24,Historical release,v2.2.0,v2.3.0,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0228,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v2.3.0,2024-10-24,Historical release,v2.2.1,v3.0.0,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0229,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v3.0.0,2025-04-30,Historical release,v2.3.0,v3.0.1,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0230,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v3.0.1,2025-06-12,Historical release,v3.0.0,v3.0.2,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0231,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Release,v1.0.1 predecessor; exact date not captured,v3.0.2,2025-07-18,Historical release,v3.0.1,v3.0.3,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0232,LCA-FMT-0008,PACT Technical Specifications for PCF Data Exchange,Data schema / exchange format,Technical specification release,v1.0.1 predecessor; exact date not captured,v3.0.3,2025-11-18,Current stable release,v3.0.2,None recorded after evidence cut-off,https://wbcsd.github.io/tr/data-exchange-protocol/latest/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0233,LCA-FMT-0009,LCAx exchange format,Data schema / exchange format,First retained public release,2023,v0.1.3,2023-07-05,Historical release,None recorded in verified milestone set,v3.5.0,https://github.com/ocni-dtu/lcax/releases | https://github.com/ocni-dtu/lcax,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0234,LCA-FMT-0009,LCAx exchange format,Data schema / exchange format,Schema/toolkit release,2023,v3.5.0,2026-07-05,Current release,v0.1.3,None recorded after evidence cut-off,https://github.com/ocni-dtu/lcax/releases | https://github.com/ocni-dtu/lcax,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0235,LCA-FMT-0010,Catena-X PCF Data Model Guidance,Data schema / exchange format,Data-model standard release,At least 2024 v2.0.0,CX-0026 PCF Data Model v2.0.0,2024-03,Historical release,None recorded in verified milestone set,2026 Data Model Guidance,https://catena-x.net/fileadmin/user_upload/Standard-Bibliothek/Update_Maerz_2024/CX-0026-ProductCarbonFootprintDataModel-v2.0.0.pdf | https://catena-x.net/further-guidance-documents-for-pcf/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0236,LCA-FMT-0010,Catena-X PCF Data Model Guidance,Data schema / exchange format,Guidance/current model line,At least 2024 v2.0.0,2026 Data Model Guidance,2026-07-01,Current guidance line,CX-0026 PCF Data Model v2.0.0,None recorded after evidence cut-off,https://catena-x.net/fileadmin/user_upload/Standard-Bibliothek/Update_Maerz_2024/CX-0026-ProductCarbonFootprintDataModel-v2.0.0.pdf | https://catena-x.net/further-guidance-documents-for-pcf/,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0237,LCA-FMT-0011,TfS PCF Data Model,Data schema / exchange format,Data-model launch,2024,v1.0,2024-02-21,Historical release,None recorded in verified milestone set,v3.0,https://www.tfs-initiative.com/news/tfs-releases-pcf-data-model-for-accurate-reporting-in-the-tfs-pcf-sharing-solution | https://www.tfs-initiative.com/news/tfs-launches-updated-version-v3-0-of-the-tfs-pcf-data-model-to-advance-carbon-transparency | https://www.tfs-initiative.com/news/tfs-launches-updated-pcf-data-model-v3-1-advancing-alignment-and-verification,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0238,LCA-FMT-0011,TfS PCF Data Model,Data schema / exchange format,Data-model release,2024,v3.0,2025-06-19,Historical release,v1.0,v3.1,https://www.tfs-initiative.com/news/tfs-releases-pcf-data-model-for-accurate-reporting-in-the-tfs-pcf-sharing-solution | https://www.tfs-initiative.com/news/tfs-launches-updated-version-v3-0-of-the-tfs-pcf-data-model-to-advance-carbon-transparency | https://www.tfs-initiative.com/news/tfs-launches-updated-pcf-data-model-v3-1-advancing-alignment-and-verification,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0239,LCA-FMT-0011,TfS PCF Data Model,Data schema / exchange format,Data-model release,2024,v3.1,2025-09-16,Current release,v3.0,None recorded after evidence cut-off,https://www.tfs-initiative.com/news/tfs-releases-pcf-data-model-for-accurate-reporting-in-the-tfs-pcf-sharing-solution | https://www.tfs-initiative.com/news/tfs-launches-updated-version-v3-0-of-the-tfs-pcf-data-model-to-advance-carbon-transparency | https://www.tfs-initiative.com/news/tfs-launches-updated-pcf-data-model-v3-1-advancing-alignment-and-verification,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0240,LCA-FMT-0012,IDTA Carbon Footprint Submodel Template,Data schema / exchange format,Submodel-template release,Published by 2025-03,1.0.1,Published by 2025-03,Current published release,None recorded in verified milestone set,None recorded after evidence cut-off,https://github.com/admin-shell-io/submodel-templates | https://industrialdigitaltwin.org/en/wp-content/uploads/sites/2/2025/03/IDTA-02023_Submodel_CarbonFootprint.pdf,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0241,LCA-FMT-0013,open Building Data Format,Data schema / exchange format,Format launch,2025,openBDF beta/public launch,2025-02-26,Historical release,None recorded in verified milestone set,New version under development,https://www.gbdi.io/launch-webinar | https://www.gbdi.io/open-data-format,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0242,LCA-FMT-0013,open Building Data Format,Data schema / exchange format,Development milestone,2025,New version under development,Current at 2026-08-22,Under development,openBDF beta/public launch,None recorded after evidence cut-off,https://www.gbdi.io/launch-webinar | https://www.gbdi.io/open-data-format,"Verified public milestone; official/provider, repository or formal project source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every version.
RLS-0243,LCA-SW-0043,TIDAS Tools,Software / API / tool,Public software release,2025 repository creation; first numbered public release in 2026,v0.1.3,2026-08-01,Historical public release,v0.1.2,v0.1.4,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.1.3,Verified immutable public GitHub release,2026-08-25,"This is a TIDAS Tools software release, not a separately versioned TIDAS schema release."
RLS-0244,LCA-DB-0054,SICV Brasil,Database / dataset,Database family launch,2016,Database launch,2016,Historical release/milestone,None recorded in verified milestone set,soda4LCA 7.5.6 and 218 inventories,https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2025/dezembro/cotea-ibict-apresenta-retrospectiva-2025-com-avancos-na-gestao-da-informacao-para-sustentabilidade-e-economia-circular | https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2023/maio/sicv-brasil-amplia-sua-base-de-inventarios-do-ciclo-de-vida | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0245,LCA-DB-0054,SICV Brasil,Database / dataset,Platform/content milestone,2016,soda4LCA 7.5.6 and 218 inventories,2023,Historical release/milestone,Database launch,Modernized public database; 200+ inventories,https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2025/dezembro/cotea-ibict-apresenta-retrospectiva-2025-com-avancos-na-gestao-da-informacao-para-sustentabilidade-e-economia-circular | https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2023/maio/sicv-brasil-amplia-sua-base-de-inventarios-do-ciclo-de-vida | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0246,LCA-DB-0054,SICV Brasil,Database / dataset,Current public milestone,2016,Modernized public database; 200+ inventories,2025,Current captured release/service line,soda4LCA 7.5.6 and 218 inventories,None recorded after evidence cut-off,https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2025/dezembro/cotea-ibict-apresenta-retrospectiva-2025-com-avancos-na-gestao-da-informacao-para-sustentabilidade-e-economia-circular | https://www.gov.br/ibict/pt-br/central-de-conteudos/noticias/2023/maio/sicv-brasil-amplia-sua-base-de-inventarios-do-ciclo-de-vida | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0247,LCA-DB-0055,Chinese Life Cycle Database,Database / dataset,Development milestone,2010,UNEP/SETAC award milestone,2009,Historical release/milestone,None recorded in verified milestone set,First public release,https://www.ike-global.com/ | https://v2.efootprint.net/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0248,LCA-DB-0055,Chinese Life Cycle Database,Database / dataset,Database family launch,2010,First public release,2010,Historical release/milestone,UNEP/SETAC award milestone,Current CLCD/eFootprint service line,https://www.ike-global.com/ | https://v2.efootprint.net/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0249,LCA-DB-0055,Chinese Life Cycle Database,Database / dataset,Current public service snapshot,2010,Current CLCD/eFootprint service line,Current at 2026-08-22,Current captured release/service line,First public release,None recorded after evidence cut-off,https://www.ike-global.com/ | https://v2.efootprint.net/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0250,LCA-DB-0056,Korea National Life Cycle Inventory Database,Database / dataset,Current public service snapshot,Not publicly confirmed,Current integrated national LCI database,Current at 2026-08-22,Current captured release/service line,None recorded in verified milestone set,None recorded after evidence cut-off,https://www.keiti.re.kr/site/keiti/02/10202100000002023101610.jsp,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0251,LCA-DB-0057,Thai National Life Cycle Inventory Database,Database / dataset,Database family launch,2008,Public access established,2008,Historical release/milestone,None recorded in verified milestone set,Current national database service,https://www.nstda.or.th/en/news/news-years-2019/mtec-nstda-and-pollution-control-department-to-promote-green-public-procurement.html | https://www.nstda.or.th/home/knowledge_post/nstda-tiis/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0252,LCA-DB-0057,Thai National Life Cycle Inventory Database,Database / dataset,Current public service snapshot,2008,Current national database service,Current at 2026-08-22,Current captured release/service line,Public access established,None recorded after evidence cut-off,https://www.nstda.or.th/en/news/news-years-2019/mtec-nstda-and-pollution-control-department-to-promote-green-public-procurement.html | https://www.nstda.or.th/home/knowledge_post/nstda-tiis/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0253,LCA-DB-0058,Malaysia Life Cycle Inventory Database,Database / dataset,Development milestone,2015,National development mandate,2006–2010,Historical release/milestone,None recorded in verified milestone set,MYLCID launch,https://mylcid.sirim.my/ | https://www.mosti.gov.my/berita/pengkalan-data-inventori-kitaran-hayat-kebangsaan-my-lcid-dibangunkan-bagi-menilai-kesan-kitaran-hayat-produk-dan-perkhidmatan/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0254,LCA-DB-0058,Malaysia Life Cycle Inventory Database,Database / dataset,Database family launch,2015,MYLCID launch,2015-03-10,Historical release/milestone,National development mandate,Current MYLCID web service,https://mylcid.sirim.my/ | https://www.mosti.gov.my/berita/pengkalan-data-inventori-kitaran-hayat-kebangsaan-my-lcid-dibangunkan-bagi-menilai-kesan-kitaran-hayat-produk-dan-perkhidmatan/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0255,LCA-DB-0058,Malaysia Life Cycle Inventory Database,Database / dataset,Current public service snapshot,2015,Current MYLCID web service,Current at 2026-08-22,Current captured release/service line,MYLCID launch,None recorded after evidence cut-off,https://mylcid.sirim.my/ | https://www.mosti.gov.my/berita/pengkalan-data-inventori-kitaran-hayat-kebangsaan-my-lcid-dibangunkan-bagi-menilai-kesan-kitaran-hayat-produk-dan-perkhidmatan/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0256,LCA-DB-0059,PeruLCA,Database / dataset,Database family launch,2019,PeruLCA official launch,2019-05-23,Current captured release/service line,None recorded in verified milestone set,None recorded after evidence cut-off,https://www.lifecycleinitiative.org/peru-lca-database-launched/ | https://perulca.com/ | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0257,LCA-DB-0060,CicloData,Database / dataset,Policy/development milestone,2023 project award; public platform current by 2026,Chile Circular 2040 information-system mandate,2021,Historical release/milestone,None recorded in verified milestone set,CORFO public-goods project award line,https://ciclodata.cl/ | https://ciclodata.cl/historia/ | https://ciclodata.cl/terminos-de-uso/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0258,LCA-DB-0060,CicloData,Database / dataset,Development milestone,2023 project award; public platform current by 2026,CORFO public-goods project award line,2023,Historical release/milestone,Chile Circular 2040 information-system mandate,Live platform; 49 datasets,https://ciclodata.cl/ | https://ciclodata.cl/historia/ | https://ciclodata.cl/terminos-de-uso/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0259,LCA-DB-0060,CicloData,Database / dataset,Current public service snapshot,2023 project award; public platform current by 2026,Live platform; 49 datasets,Current at 2026-08-22,Current captured release/service line,CORFO public-goods project award line,None recorded after evidence cut-off,https://ciclodata.cl/ | https://ciclodata.cl/historia/ | https://ciclodata.cl/terminos-de-uso/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0260,LCA-DB-0061,Quebec Life Cycle Inventory Database,Database / dataset,Development milestone,2010 project; 2014 launch,Quebec LCI project start,2010,Historical release/milestone,None recorded in verified milestone set,Quebec LCI database launch,https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/ | https://www.environnement.gouv.qc.ca/infuseur/communique.asp?no=3037 | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0261,LCA-DB-0061,Quebec Life Cycle Inventory Database,Database / dataset,Database family launch,2010 project; 2014 launch,Quebec LCI database launch,2014-11-24,Historical release/milestone,Quebec LCI project start,Integrated into ecoinvent releases,https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/ | https://www.environnement.gouv.qc.ca/infuseur/communique.asp?no=3037 | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0262,LCA-DB-0061,Quebec Life Cycle Inventory Database,Database / dataset,Current distribution line,2010 project; 2014 launch,Integrated into ecoinvent releases,Current at 2026-08-22,Current captured release/service line,Quebec LCI database launch,None recorded after evidence cut-off,https://ciraig.org/index.php/project/quebec-life-cycle-inventory-database/ | https://www.environnement.gouv.qc.ca/infuseur/communique.asp?no=3037 | https://helpdesk.lifecycleinitiative.org/distribution/data-formats/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0263,LCA-DB-0062,International Aluminium Institute Life Cycle Inventory Data,Database / dataset,Dataset-family launch,1998,First IAI LCI dataset publication,1998,Historical release/milestone,None recorded in verified milestone set,2019 LCI data v3,https://international-aluminium.org/resources/2019-life-cycle-inventory-lci-data-and-environmental-metrics/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0264,LCA-DB-0062,International Aluminium Institute Life Cycle Inventory Data,Database / dataset,Current captured release,1998,2019 LCI data v3,2022,Current captured release/service line,First IAI LCI dataset publication,None recorded after evidence cut-off,https://international-aluminium.org/resources/2019-life-cycle-inventory-lci-data-and-environmental-metrics/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0265,LCA-DB-0063,Nickel Institute Life Cycle Data,Database / dataset,Dataset-family launch,2000,Initial industry data collection,2000,Historical release/milestone,None recorded in verified milestone set,2007 reference-year dataset,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0266,LCA-DB-0063,Nickel Institute Life Cycle Data,Database / dataset,Dataset update,2000,2007 reference-year dataset,2007,Historical release/milestone,Initial industry data collection,2011 reference-year dataset,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0267,LCA-DB-0063,Nickel Institute Life Cycle Data,Database / dataset,Dataset update,2000,2011 reference-year dataset,2011,Historical release/milestone,2007 reference-year dataset,2017 reference-year dataset,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0268,LCA-DB-0063,Nickel Institute Life Cycle Data,Database / dataset,Dataset update,2000,2017 reference-year dataset,2017,Historical release/milestone,2011 reference-year dataset,2021 reference-year datasets / 2024 report,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0269,LCA-DB-0063,Nickel Institute Life Cycle Data,Database / dataset,Current captured release,2000,2021 reference-year datasets / 2024 report,2024,Current captured release/service line,2017 reference-year dataset,None recorded after evidence cut-off,https://nickelinstitute.org/en/sustainability/nickel-life-cycle-management/nickel-life-cycle-data,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0270,LCA-DB-0064,International Zinc Association Life Cycle Inventory Data,Database / dataset,Dataset-family launch,1998,First primary-zinc LCA,1998,Historical release/milestone,None recorded in verified milestone set,Global update,https://www.zinc.org/life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0271,LCA-DB-0064,International Zinc Association Life Cycle Inventory Data,Database / dataset,Dataset update,1998,Global update,2007,Historical release/milestone,First primary-zinc LCA,Global update,https://www.zinc.org/life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0272,LCA-DB-0064,International Zinc Association Life Cycle Inventory Data,Database / dataset,Dataset update,1998,Global update,2014,Historical release/milestone,Global update,Global update,https://www.zinc.org/life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0273,LCA-DB-0064,International Zinc Association Life Cycle Inventory Data,Database / dataset,Dataset update,1998,Global update,2022,Historical release/milestone,Global update,2023 LCA update based on 2021 data,https://www.zinc.org/life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0274,LCA-DB-0064,International Zinc Association Life Cycle Inventory Data,Database / dataset,Current captured release,1998,2023 LCA update based on 2021 data,2023,Current captured release/service line,Global update,None recorded after evidence cut-off,https://www.zinc.org/life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0275,LCA-DB-0065,FEVE Container Glass Life Cycle Inventories,Database / dataset,Dataset-family launch,2009 study line,First retained FEVE industry study line,2009,Historical release/milestone,None recorded in verified milestone set,2012 production-data update,https://feve.org/glass-industry-positions/life-cycle-assessment/ | https://feve.org/new-life-cycle-assessment-proves-industry-success-reducing-environmental-footprint/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0276,LCA-DB-0065,FEVE Container Glass Life Cycle Inventories,Database / dataset,Dataset update,2009 study line,2012 production-data update,2017 publication,Historical release/milestone,First retained FEVE industry study line,2019 production-data inventories; reviewed 2024,https://feve.org/glass-industry-positions/life-cycle-assessment/ | https://feve.org/new-life-cycle-assessment-proves-industry-success-reducing-environmental-footprint/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0277,LCA-DB-0065,FEVE Container Glass Life Cycle Inventories,Database / dataset,Current captured release,2009 study line,2019 production-data inventories; reviewed 2024,2024,Current captured release/service line,2012 production-data update,None recorded after evidence cut-off,https://feve.org/glass-industry-positions/life-cycle-assessment/ | https://feve.org/new-life-cycle-assessment-proves-industry-success-reducing-environmental-footprint/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0278,LCA-DB-0066,Eurobitume Life Cycle Inventory,Database / dataset,Dataset release,2020 documented v3 line,LCI 3.0,2020,Historical release/milestone,None recorded in verified milestone set,LCI 3.1,https://eurobitume.eu/bitumen-life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0279,LCA-DB-0066,Eurobitume Life Cycle Inventory,Database / dataset,Dataset release,2020 documented v3 line,LCI 3.1,2021,Historical release/milestone,LCI 3.0,LCA/LCI 4.0,https://eurobitume.eu/bitumen-life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0280,LCA-DB-0066,Eurobitume Life Cycle Inventory,Database / dataset,Current release,2020 documented v3 line,LCA/LCI 4.0,2024-05-27,Current captured release/service line,LCI 3.1,None recorded after evidence cut-off,https://eurobitume.eu/bitumen-life-cycle-assessment/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
