evidence_id,asset_id,source_title,publisher_maintainer,url_or_file,source_type,access_date,supported_fields,evidence_excerpt,source_reliability,access_restriction,publicly_accessed,notes
EVD-0203,LCA-DB-0068,International Copper Association Life Cycle Inventory Data,International Copper Association,https://copperalliance.org/wp-content/uploads/2021/08/ICA-EnvironmentalProfileHESD-201803-FINAL-LOWRES-1.pdf,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,ICA's profile reports a global LCI for copper concentrate and cathode using 2013 primary data from four continents and GaBi 2014 background data.,"A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0204,LCA-DB-0069,GEMIS Model and Database,IINAS,https://iinas.org/downloads/gemis-downloads/ | https://iinas.org/en/work/gemis/,Official provider/government/programme source(s),2026-08-22,Identity; owner/developer geography; sectors; access; format/software where explicitly stated; timeline milestones,"IINAS describes GEMIS as a free integrated life-cycle model and database, first developed in 1987; version 5.2 was released in July 2026 under Creative Commons terms.","A — owner/maintainer, government or authoritative programme source","Public pages/files only; account, purchase, request and registration routes were not used",Yes,Claims not published by the provider/programme remain explicitly not publicly confirmed.
EVD-0205,LCA-NOM-0001,GLAD Mapper instructions and elementary-flow mapping resources,European Commission JRC / UNEP Life Cycle Initiative GLAD Nomenclature Working Group,https://eplca.jrc.ec.europa.eu/permalink/GLAD_Mapper/GLAD_Instructions.pdf | https://github.com/UNEP-Economy-Division/GLAD-ElementaryFlowResources,Official technical documentation and public project repository,2026-08-22,Mapping project; source/target flow-list versions; mapping files; tool; test scope,"GLAD publishes 12 directional mapping outputs among ecoinvent 3.7, FEDEFL 1.0.3, IDEA 2.3 and EF 3.0, supported by the JRC GLAD Mapper and the GLAD Nomenclature Working Group.",A — official project documentation/repository,None for public documentation and repository,Yes,"This is an elementary-flow nomenclature mapping, not proof of lossless database-schema conversion."
EVD-0206,LCA-DB-0005,BAFU public provider metadata — BAFU:2026 Version 1,Swiss Federal Office for the Environment / openLCA Nexus,https://nexus.openlca.org/ws/dataproviders/10465,Official public provider metadata,2026-08-25,Current version; release date; scope; formats; access and terms,"BAFU:2026 Version 1, about 11,000 LCIs in 176 categories, distributed as zolca, ecoSpold1, Excel LCIA results and PDF documentation.",A — authoritative programme/provider metadata,Public metadata only; packages requiring acceptance of terms were not downloaded,Yes,Provider metadata was used without registration or package download.
EVD-0207,LCA-DB-0025,PSILCA v4.0.1 public provider metadata,GreenDelta / openLCA Nexus,https://nexus.openlca.org/ws/dataproviders/9552,Official public provider metadata,2026-08-25,Current version; release date; variants; formats; software compatibility,"PSILCA v4.0.1 is identified as the latest version, released in January 2026, with openLCA and SimaPro distributions.",A — owner/provider metadata,Public metadata only; licensed packages were not accessed,Yes,Distribution claims were not independently tested.
EVD-0208,LCA-DB-0026,Social Hotspots Database public provider metadata,Social Hotspots Database provider / openLCA Nexus,https://nexus.openlca.org/ws/dataproviders/151,Official public provider metadata,2026-08-25,Current version; update year; package date; format; software compatibility,"The provider describes the database as updated in 2025, version 6, with current openLCA system- and unit-process packages.",A — provider metadata,Public metadata only; licensed packages were not accessed,Yes,The 2025 update label and 2026 Nexus package date are recorded separately.
EVD-0209,LCA-DB-0030,ESU World Food v3 public provider metadata,ESU-services / openLCA Nexus,https://nexus.openlca.org/ws/dataproviders/8904,Official public provider metadata,2026-08-25,Current version; release date; package types; format; dependency note,The provider lists v3 system- and unit-process packages released on 10 March 2026 in openLCA format; the unit-process package still names a BAFU:2025+ESU background.,A — owner/provider metadata,Public metadata only; licensed packages were not accessed,Yes,The BAFU:2025 dependency statement is retained because it is still present in the current public package description.
EVD-0210,LCA-DB-0043,EuGeos 15804+A2_IA v4.1 public provider metadata,EuGeos / openLCA Nexus,https://nexus.openlca.org/ws/dataproviders/8251,Official public provider metadata,2026-08-25,Last version; release date; format; ecoinvent dependency; superseded status,"The provider lists EuGeos 15804+A2_IA v4.1, released 31 March 2020 in openLCA format, and states that it has been superseded by the EN15804 add-on.",A — owner/provider metadata,Public metadata only; commercial package was not accessed,Yes,"This is a last-known legacy version, not a current active release."
EVD-0211,LCA-DB-0001,ecoinvent 3.9.1 in openLCA,GreenDelta GmbH,https://nexus.openlca.org/ws/files/35296,Official public technical report,2026-08-25,Version-specific distribution; compatible software versions; implementation changes; validation results; access constraints,"GreenDelta states that ecoinvent 3.9.1 was distributed for openLCA through Nexus, implemented for openLCA 1.11 and compatible with 2.0, with provider-run comparisons on four exemplary product systems.",A — software developer/provider documentation,Public report; underlying licensed database packages were not accessed,Yes,"This establishes a historical version pair, not current ecoinvent 3.12/openLCA 2.6.2 compatibility or independent lossless conformance."
EVD-0212,LCA-SW-0003,ecoinvent 3.9.1 in openLCA,GreenDelta GmbH,https://nexus.openlca.org/ws/files/35296,Official public technical report,2026-08-25,Database compatibility; openLCA versions; implementation changes; provider validation,"The report documents ecoinvent 3.9.1 packages implemented for openLCA 1.11, compatible with openLCA 2.0, and validated by comparing selected LCI/LCIA results with ecoinvent-published results.",A — software developer/provider documentation,Public report; licensed packages and the account download area were not accessed,Yes,"Provider-tested, version-specific compatibility; no independent test was performed in this review."
EVD-0213,LCA-REP-0001,openLCA Nexus — accessing databases,GreenDelta GmbH,https://greendelta.github.io/openLCA2-manual/resources/nexus.html,Official public software manual,2026-08-25,Repository role; public catalogue; registration; ordering; download and licence workflow,"The manual describes Nexus as a repository of free and commercial LCA data and states that the Downloads section is available after login, order approval and licence acceptance.",A — repository operator documentation,Manual is public; Downloads contents require an account and applicable licence/order,Yes,The public manual was used; no logged-in download list or licensed package was used as research evidence.
EVD-0214,LCA-SW-0043,TIDAS Tools v0.2.0 public repository and release,TianGong LCA / TIDAS Tools maintainers,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.2.0,Official public source repository and immutable release,2026-08-25,Identity; current version; release date; licence; supported commands; platforms; source and binary access,"The public repository and tagged v0.2.0 release provide the MIT-licensed cross-platform tidas executable, source, checksums, SBOMs and installation assets.",A — project official repository and release,"None for public source, documentation and release assets",Yes,"No registration, login, purchase or restricted content was used."
EVD-0215,LCA-SW-0043,"TIDAS Tools v0.2.0 conversion, import and validation contracts",TianGong LCA / TIDAS Tools maintainers,https://github.com/tiangong-lca/tidas-tools/blob/v0.2.0/docs/agents/cli-contract.md,Official public technical contract and source tests,2026-08-25,Mapping directions; endpoint formats; report schemas; tests; recovery mechanism; unsupported formats; known constraints,"The v0.2.0 contract specifies TIDAS-to-ILCD and ILCD-to-TIDAS conversion, imports from EcoSpold 1/2, SimaPro CSV, openLCA JSON-LD, openLCA process XLSX and ILCD, deterministic mapping.csv.gz, recovery sidecars and explicit .zolca rejection.",A — authoritative project contract corroborated by public schemas and tests,None,Yes,The review inspected public contracts and tests but did not independently execute the full Rust test suite or compare real third-party database packages.
EVD-0216,LCA-DB-0070,openLCA Nexus public catalog record — EN15804 add-on,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9901,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"EN15804 add-on is listed with 2 database groups and 15 datapack metadata records; formats include openLCA zolca, openLCA library, JSON-LD.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0217,LCA-DB-0001,openLCA Nexus public catalog record — ecoinvent,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8701,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"ecoinvent is listed with 2 database groups and 132 datapack metadata records; formats include JSON-LD, openLCA zolca, openLCA library, ecoSpold1.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0218,LCA-DB-0025,openLCA Nexus public catalog record — PSILCA,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9552,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"PSILCA is listed with 3 database groups and 97 datapack metadata records; formats include SimaPro 10.2 database, openLCA zolca, openLCA library, SimaPro 9 database, SimaPro 9 csv, SimaPro 8 Database.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0219,LCA-DB-0071,openLCA Nexus public catalog record — Circularity Package,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10202,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,Circularity Package is listed with 1 database group and 5 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0220,LCA-DB-0005,openLCA Nexus public catalog record — BAFU,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10465,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"BAFU is listed with 1 database group and 4 datapack metadata records; formats include PDF, excel, openLCA zolca, ecoSpold1.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0221,LCA-DB-0046,openLCA Nexus public catalog record — HiQLCD,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10457,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,HiQLCD is listed with 2 database groups and 5 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0222,LCA-DB-0006,openLCA Nexus public catalog record — Carbon Minds,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9801,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"Carbon Minds is listed with 7 database groups and 21 datapack metadata records; formats include openLCA zolca, excel.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0223,LCA-DB-0072,openLCA Nexus public catalog record — PLEX,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10451,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,PLEX is listed with 1 database group and 3 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0224,LCA-DB-0004,openLCA Nexus public catalog record — Agribalyse,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8001,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,Agribalyse is listed with 2 database groups and 2 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0225,LCA-DB-0003,openLCA Nexus public catalog record — Agri-footprint,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8753,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,Agri-footprint is listed with 6 database groups and 10 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0226,LCA-REP-0002,openLCA Nexus public catalog record — LCA Commons,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9251,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,LCA Commons is listed with 3 database groups and 8 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0227,LCA-DB-0007,openLCA Nexus public catalog record — exiobase,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8501,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"exiobase is listed with 5 database groups and 6 datapack metadata records; formats include openLCA zolca, DAL Tool.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0228,LCA-DB-0073,openLCA Nexus public catalog record — UVEK LCI Data,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8951,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,UVEK LCI Data is listed with 1 database group and 1 datapack metadata record; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0229,LCA-DB-0040,openLCA Nexus public catalog record — IDEMAT,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9701,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"IDEMAT is listed with 2 database groups and 8 datapack metadata records; formats include openLCA zolca, JSON-LD.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0230,LCA-DB-0028,openLCA Nexus public catalog record — Environmental Footprint,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8902,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"Environmental Footprint is listed with 2 database groups and 3 datapack metadata records; formats include DAL Tool, openLCA zolca.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0231,LCA-DB-0008,openLCA Nexus public catalog record — idea,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8651,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,idea is listed with 1 database group and 2 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0232,LCA-DB-0074,openLCA Nexus public catalog record — ARVI,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8351,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,ARVI is listed with 1 database group and 4 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0233,LCA-DB-0075,openLCA Nexus public catalog record — OzLCI2019,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9401,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,OzLCI2019 is listed with 1 database group and 1 datapack metadata record; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0234,LCA-DB-0042,openLCA Nexus public catalog record — The Evah Pigments Database,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9001,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"The Evah Pigments Database is listed with 3 database groups and 7 datapack metadata records; formats include PDF, openLCA zolca.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0235,LCA-DB-0076,openLCA Nexus public catalog record — Circularity Food Package,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10201,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,Circularity Food Package is listed with 2 database groups and 2 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0236,LCA-DB-0077,openLCA Nexus public catalog record — soca,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8253,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"soca is listed with 1 database group and 17 datapack metadata records; formats include openLCA zolca, openLCA library.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0237,LCA-DB-0043,openLCA Nexus public catalog record — EuGeos' 15804-IA,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8251,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,EuGeos' 15804-IA is listed with 2 database groups and 4 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0238,LCA-DB-0078,openLCA Nexus public catalog record — EcoProfiles Recycled Plastics,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10463,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"EcoProfiles Recycled Plastics is listed with 2 database groups and 7 datapack metadata records; formats include ILCD, PDF, JSON-LD.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0239,LCA-DB-0034,openLCA Nexus public catalog record — NEEDS,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/53,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,NEEDS is listed with 1 database group and 1 datapack metadata record; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0240,LCA-DB-0030,openLCA Nexus public catalog record — ESU World Food,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8904,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,ESU World Food is listed with 2 database groups and 4 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0241,LCA-DB-0016,openLCA Nexus public catalog record — ELCD,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/52,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,ELCD is listed with 1 database group and 1 datapack metadata record; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0242,LCA-DB-0079,openLCA Nexus public catalog record — LC-Inventories.ch,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/301,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,LC-Inventories.ch is listed with 15 database groups and 15 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0243,LCA-DB-0026,openLCA Nexus public catalog record — Social Hotspots,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/151,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,"Social Hotspots is listed with 1 database group and 6 datapack metadata records; formats include openLCA zolca, openLCA library.",A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0244,LCA-DB-0020,openLCA Nexus public catalog record — ProBas,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/8101,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,ProBas is listed with 1 database group and 3 datapack metadata records; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0245,LCA-DB-0036,openLCA Nexus public catalog record — BioEnergieDat,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/256,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,BioEnergieDat is listed with 1 database group and 1 datapack metadata record; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0246,LCA-DB-0023,openLCA Nexus public catalog record — worldsteel,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/9751,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,worldsteel is listed with 1 database group and 1 datapack metadata record; formats include openLCA zolca.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
EVD-0247,LCA-DB-0080,openLCA Nexus public catalog record — My-Wood LCI,openLCA Nexus / GreenDelta; underlying provider identified in the catalog record,https://nexus.openlca.org/ws/dataproviders/10466,Official public provider/catalog API metadata,2026-08-25,Identity; catalog type; description; free/commercial signal; database groups; releases; datapacks; formats; dependencies; public documents,My-Wood LCI is listed with 1 database group and 1 datapack metadata record; formats include JSON-LD.,A — official public openLCA Nexus catalog/API record; underlying provider claims not independently tested,"Metadata publicly accessible; some package files require account, licence, order or third-party dependency",Yes — public metadata only,"No login, registration, purchase or restricted package content was used. The complete normalized public catalog metadata is retained in the curated Nexus review snapshot."
