software_record_id,asset_id,product_name,product_type,primary_function_id,primary_function,functional_capabilities,capabilities_original,unresolved_capability_labels,source_software_class,market_scope_status,owner,developer,operator_maintainer,actor_role_summary,role_assertion_count,unresolved_role_label_count,role_resolution_status,sector_scope,geographic_coverage,standard_associations,standard_association_basis,ecoinvent_directory_status,lifecycle_status,access_model,official_product_url,discovery_source,evidence_urls,confidence_level,classification_basis,reviewed_at
SWR-0100,LCA-SW-0100,Eco-Bat 4.0,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling,building LCA,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,Eco-Bat,,Eco-Bat (developer),1,0,Evidence-linked actors resolved,Construction,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",http://www.eco-bat.ch/,ecoinvent software tools partner directory,http://www.eco-bat.ch/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0101,LCA-SW-0101,Ecodesign Studio,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Eco-design and scenario analysis,LCA; eco-design,,LCA / eco-design support,Qualifying PCF/LCA product or interoperability solution,,Altermaker,,Altermaker (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://ecodesign-studio.com/,ecoinvent software tools partner directory,https://ecodesign-studio.com/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0102,LCA-SW-0102,EcodEX,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Life cycle assessment modelling; Eco-design and scenario analysis,PCF calculation; multi-impact product assessment; eco-design,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,Trace One,,Trace One (developer),1,0,Evidence-linked actors resolved,Food,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.traceone.com/,ecoinvent software tools partner directory,https://www.traceone.com/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0103,LCA-SW-0103,EcoImpact / COMPASS,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Eco-design and scenario analysis,screening LCA; packaging eco-design,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,Trayak,,Trayak (developer),1,0,Evidence-linked actors resolved,Packaging,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://trayak.com/ecoimpact-new-features/,ecoinvent software tools partner directory,https://trayak.com/ecoimpact-new-features/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0104,LCA-SW-0104,ECOSPEED Scout,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Life cycle assessment modelling,PCF calculation; environmental assessment,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,ECOSPEED,,ECOSPEED (developer),1,0,Evidence-linked actors resolved,"Products, processes and sites",Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.ecospeed.ch/scout/de/,ecoinvent software tools partner directory,https://www.ecospeed.ch/scout/de/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0105,LCA-SW-0105,eFootprint,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Product carbon footprint calculation; Supplier and product data management,LCA; PCF calculation; supply-chain management,,LCA and PCF modelling,Qualifying PCF/LCA product or interoperability solution,,IKE Environmental Technology,,IKE Environmental Technology (developer),1,0,Evidence-linked actors resolved,Multi-sector; China-focused use cases,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.weblca.net/home,ecoinvent software tools partner directory,https://www.weblca.net/home ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0106,LCA-SW-0106,eQopack,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Eco-design and scenario analysis; Life cycle assessment modelling,packaging eco-design; life-cycle impact assessment,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,Quantis and Kleis Technology,,Quantis and Kleis Technology (developer),1,0,Evidence-linked actors resolved,Packaging,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://quantis.com/services-solutions/digital-services/digital-products/eqopack/,ecoinvent software tools partner directory,https://quantis.com/services-solutions/digital-services/digital-products/eqopack/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0107,LCA-SW-0107,eToolLCD,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling,whole-building LCA,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,eTool,,eTool (developer),1,0,Evidence-linked actors resolved,Construction,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://etoolglobal.com/about-etoollcd/,ecoinvent software tools partner directory,https://etoolglobal.com/about-etoollcd/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0108,LCA-SW-0108,JimuLCA,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Product carbon footprint calculation; Corporate carbon accounting; Eco-design and scenario analysis,LCA; PCF calculation; CCF calculation; scenario analysis,,LCA and PCF modelling,Qualifying PCF/LCA product or interoperability solution,,Ecodigit,,Ecodigit (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.ecdigit.com/en/,ecoinvent software tools partner directory,https://www.ecdigit.com/en/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0109,LCA-SW-0109,LCA4Waste,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling,LCA; waste-system comparison,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,"ETH Zurich, Chair of Ecological Systems Design",,"ETH Zurich, Chair of Ecological Systems Design (developer)",1,0,Evidence-linked actors resolved,Waste management and energy-intensive industries,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Public lifecycle status not confirmed; legacy tool retained as a reviewed product,"Public product information; software access, price, and account requirements were not tested",https://www.ethz.ch/content/specialinterest/baug/institute-ifu/esd/en/downloads/lca4waste.html,ecoinvent software tools partner directory,https://www.ethz.ch/content/specialinterest/baug/institute-ifu/esd/en/downloads/lca4waste.html ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0110,LCA-SW-0110,LCA.no,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; EPD and environmental reporting; Eco-design and scenario analysis,LCA; environmental documentation; eco-design,,LCA / EPD workflow,Qualifying PCF/LCA product or interoperability solution,,LCA.no AS,,LCA.no AS (developer),1,0,Evidence-linked actors resolved,Construction and products,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://lca.no/,ecoinvent software tools partner directory,https://lca.no/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0111,LCA-SW-0111,Pilario,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Eco-design and scenario analysis; EPD and environmental reporting,packaging LCA; eco-design; eco-labelling,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,PILARIO SA,,PILARIO SA (developer),1,0,Evidence-linked actors resolved,Packaging,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.pilario.com/,ecoinvent software tools partner directory,https://www.pilario.com/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0112,LCA-SW-0112,PLACES,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Life cycle assessment modelling,GHG calculation; waste-system comparison,,Sector PCF / GHG model,Qualifying PCF/LCA product or interoperability solution,,The Circulate Initiative,,The Circulate Initiative (developer),1,0,Evidence-linked actors resolved,Plastic waste management and recycling,India and Indonesia,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.thecirculateinitiative.org/ghg-calculator,ecoinvent software tools partner directory,https://www.thecirculateinitiative.org/ghg-calculator ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0113,LCA-SW-0113,Pleiades ACV,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; API and enterprise integration,building LCA; dynamic thermal simulation linkage,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,IZUBA énergies,,IZUBA énergies (developer),1,0,Evidence-linked actors resolved,Construction,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.izuba.fr/logiciels/outils-logiciels/re-2020-acv/,ecoinvent software tools partner directory,https://www.izuba.fr/logiciels/outils-logiciels/re-2020-acv/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0114,LCA-SW-0114,REGIS,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Corporate carbon accounting; Environmental data and calculation models,LCA; CCF calculation; regionalized LCI / LCIA,,LCA and carbon accounting,Qualifying PCF/LCA product or interoperability solution,,sinum,,sinum (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://sinum.com/regis,ecoinvent software tools partner directory,https://sinum.com/regis ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0115,LCA-SW-0115,SAP Sustainability Footprint Management,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; API and enterprise integration,PCF calculation; enterprise integration,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,SAP,,SAP (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.sap.com/products/scm/sustainability-footprint-management.html,ecoinvent software tools partner directory,https://www.sap.com/products/scm/sustainability-footprint-management.html ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0116,LCA-SW-0116,SULCA,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Eco-design and scenario analysis; Environmental data and calculation models,LCA; eco-design; flowsheet modelling,,Professional LCA modelling,Qualifying PCF/LCA product or interoperability solution,,Semantum,,Semantum (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Listed in ecoinvent software tools partner directory or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.semantum.fi/products/SULCA/,ecoinvent software tools partner directory,https://www.semantum.fi/products/SULCA/ ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0117,LCA-SW-0117,TEAM 5.4,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Environmental data and calculation models,LCA; database modelling,,Professional LCA modelling,Qualifying PCF/LCA product or interoperability solution,,PwC / Ecobilan,,PwC / Ecobilan (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,Listed in ecoinvent software tools directory at the evidence cut-off,Legacy product; current maintenance status not publicly confirmed,"Public product information; software access, price, and account requirements were not tested",https://www.pwc.fr/dd,ecoinvent software tools partner directory,https://www.pwc.fr/dd ; https://ecoinvent.org/partners/?category=software-tools,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0118,LCA-SW-0118,ClimatePartner Product Carbon Footprint solution,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Supplier and product data management; EPD and environmental reporting,PCF calculation; supplier data collection; PCF reporting,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,ClimatePartner,,ClimatePartner (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.climatepartner.com/de/loesungen/co2-bilanzierung/product-carbon-footprint,Targeted official-product and sector-tool search,https://www.climatepartner.com/de/loesungen/co2-bilanzierung/product-carbon-footprint,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0119,LCA-SW-0119,Global Changer Product Carbon Footprint,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Eco-design and scenario analysis; Environmental data and calculation models,PCF calculation; portfolio calculation; AI-assisted factor mapping,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,Global Climate Changer GmbH,,Global Climate Changer GmbH (developer),1,0,Evidence-linked actors resolved,Industry and retail,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.globalchanger.com/en/software/product-carbon-footprint,Targeted official-product and sector-tool search,https://www.globalchanger.com/en/software/product-carbon-footprint,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0120,LCA-SW-0120,R<THINK,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Product carbon footprint calculation; EPD and environmental reporting,LCA; PCF calculation; EPD preparation,,LCA / EPD workflow,Qualifying PCF/LCA product or interoperability solution,,Kiwa,,Kiwa (developer),1,0,Evidence-linked actors resolved,Products and construction,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.kiwa.com/de/de/serviceart/zertifizieren/rethink-okobilanz-epd/,Targeted official-product and sector-tool search,https://www.kiwa.com/de/de/serviceart/zertifizieren/rethink-okobilanz-epd/,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0121,LCA-SW-0121,ECOSPEED Product,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Eco-design and scenario analysis,PCF calculation; product portfolio management,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,ECOSPEED,,ECOSPEED (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://ecospeed.eu/software/product-carbon-footprint/,Targeted official-product and sector-tool search,https://ecospeed.eu/software/product-carbon-footprint/,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0122,LCA-SW-0122,VERSO Climate Hub — Product Carbon Footprint,"API, library, or calculation model",SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; PCF data exchange and interoperability; API and enterprise integration,PCF calculation; PCF exchange; ERP / API integration,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,VERSO GmbH,,VERSO GmbH (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,WBCSD Partnership for Carbon Transparency (PACT) Technical Specifications — official product compatibility statement,Official product statement,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://verso.de/en/pcf-calculation/,Targeted official-product and sector-tool search,https://verso.de/en/pcf-calculation/,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0123,LCA-SW-0123,Substain Product Carbon Footprint,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Eco-design and scenario analysis,PCF calculation; life-cycle emissions; hotspot analysis,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,Substain,,Substain (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://welcome.substain.com/module/product-carbon-footprint,Targeted official-product and sector-tool search,https://welcome.substain.com/module/product-carbon-footprint,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0124,LCA-SW-0124,CarbonSmart Product Carbon Footprint Platform,Software application or platform,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; Product carbon footprint calculation; Supplier and product data management; API and enterprise integration,LCA; PCF calculation; supplier data collection; ERP / API integration,,LCA and PCF modelling,Qualifying PCF/LCA product or interoperability solution,,CarbonSmart,,CarbonSmart (developer),1,0,Evidence-linked actors resolved,Multi-sector,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.carbonsmart.io/en/products/product-carbon-footprint,Targeted official-product and sector-tool search,https://www.carbonsmart.io/en/products/product-carbon-footprint,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0125,LCA-SW-0125,Haiyi Product Carbon Footprint Platform,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Environmental data and calculation models; Supplier and product data management,PCF calculation; process modelling; supplier collaboration,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,"Yantai Haiyi Software Co., Ltd.",,"Yantai Haiyi Software Co., Ltd. (developer)",1,0,Evidence-linked actors resolved,Industrial products and supply chains,China-focused; product page is public,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://carbon.haiyisoft.com/ProductCarbonFootprint.html,Targeted official-product and sector-tool search,https://carbon.haiyisoft.com/ProductCarbonFootprint.html,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0126,LCA-SW-0126,FRED Footprint Reduction Tool,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; Corporate carbon accounting; Eco-design and scenario analysis,PCF calculation; CCF calculation; reduction analysis,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,FRED GmbH,,FRED GmbH (developer),1,0,Evidence-linked actors resolved,Industrial products,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.fred-footprint.de/,Targeted official-product and sector-tool search,https://www.fred-footprint.de/,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0127,LCA-SW-0127,Tanso Product Carbon Footprint Software,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; API and enterprise integration; PCF data exchange and interoperability,PCF calculation; BOM / ERP integration; PCF exchange,,PCF calculation / carbon management,Qualifying PCF/LCA product or interoperability solution,,Tanso Technologies GmbH,,Tanso Technologies GmbH (developer),1,0,Evidence-linked actors resolved,Manufacturing,Not publicly confirmed,WBCSD Partnership for Carbon Transparency (PACT) Technical Specifications — official product compatibility statement,Official product statement,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.tanso.de/en/product-co2-management/product-carbon-footprint-software,Targeted official-product and sector-tool search,https://www.tanso.de/en/product-co2-management/product-carbon-footprint-software,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0128,LCA-SW-0128,SKZ PCF Tool,Software application or platform,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation,PCF calculation,,Sector PCF / GHG model,Qualifying PCF/LCA product or interoperability solution,,SKZ — Das Kunststoff-Zentrum,,SKZ — Das Kunststoff-Zentrum (developer),1,0,Evidence-linked actors resolved,Plastics and industrial products,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.skz.de/forschung/pcf-tool,Targeted official-product and sector-tool search,https://www.skz.de/forschung/pcf-tool,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0129,LCA-SW-0129,Embodied Carbon in Construction Calculator (EC3),Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Product carbon footprint calculation; EPD and environmental reporting; Design and planning workflow,embodied-carbon calculation; EPD comparison; construction planning,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,,Building Transparency,,Building Transparency (developer),1,0,Evidence-linked actors resolved,Construction,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.buildingtransparency.org/tools/ec3/,Targeted official-product and sector-tool search,https://www.buildingtransparency.org/tools/ec3/,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
SWR-0130,LCA-SW-0130,tallyLCA,Sector-specific workflow application,SF-01,LCA/PCF modelling and calculation,Life cycle assessment modelling; API and enterprise integration; Product carbon footprint calculation,whole-building LCA; Revit integration; embodied-carbon analysis,,Sector LCA / footprint tool,Qualifying PCF/LCA product or interoperability solution,C.Scale,KieranTimberlake,C.Scale,C.Scale (owner); KieranTimberlake (developer); C.Scale (operator/maintainer),3,0,Evidence-linked actors resolved,Construction,Not publicly confirmed,,,,Listed in Targeted official-product and sector-tool search or an official product page at the evidence cut-off,"Public product information; software access, price, and account requirements were not tested",https://www.buildingtransparency.org/tools/,Targeted official-product and sector-tool search,https://www.buildingtransparency.org/tools/,High,Curated semantic alignment of the 2026-09-01 software-market review,2026-09-01
